gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	ADAMDEC1 FLC	Activated T	Arterial EC	B cell	BEST4 enterocyte	CD8 T cell	F3 FLC	FCER2 B cell	Glial cell	Goblet cell	IL2RG	IgA plasma cell	IgG plasma cell	Inflammatory FLC	LAMP3+ DC	Macrophage	Monocyte	Paneth cell	TA	Tfh	Treg	Tuft	Venous EC	activated B cell	cDC1	cDC2	crypt	cycling B cell	cycling myeloid	cycling plasma	early enterocyte	enterocyte	enteroendocrine	gd T cell	lymphatic EC	mast cells	memory B cell	myofibroblast	naïve CD4 T	pDC	pericyte
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.245	0.271	0.495	0.698	0.771	0.433	0.078	0.71	0.152	1.374	0.553	0.031	0.037	0.66	0.0	1.867	1.517	0.227	0.756	0.319	0.328	1.043	1.153	0.173	2.516	1.688	0.791	0.3	1.108	0.0	0.387	0.274	0.413	0.333	1.128	0.0	0.538	0.086	0.234	0.545	0.088
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.488	0.061	0.355	0.011	0.031	0.111	0.791	0.008	0.0	0.886	0.0	0.0	0.003	0.427	0.0	0.01	0.028	0.107	0.033	0.0	0.0	0.108	0.437	0.008	0.0	0.0	0.014	0.012	0.0	0.0	0.019	0.015	0.561	0.074	0.028	0.0	0.017	0.217	0.021	0.0	0.399
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.292	0.015	0.235	0.151	0.852	0.032	0.33	0.039	0.507	0.739	1.204	0.06	0.028	0.449	0.0	0.444	0.272	0.105	0.38	0.023	0.045	0.264	0.379	0.081	0.276	0.26	0.34	0.178	0.316	0.0	0.655	0.776	0.673	0.045	0.11	0.0	0.095	0.059	0.014	0.545	0.032
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
VEGFD	O43915	False	VEGFD_HUMAN		CPI-SS0D883FFF1	0.008	0.0	0.036	0.005	0.0	0.0	3.738	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.096
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.164	0.024	0.026	0.197	0.012	0.014	0.029	0.24	0.128	0.017	0.0	0.023	0.036	0.054	0.205	0.102	0.097	0.02	0.019	0.02	0.0	0.02	0.0	0.075	0.055	0.084	0.044	0.203	0.0	0.107	0.027	0.032	0.065	0.0	0.0	0.0	0.08	0.039	0.038	0.545	0.15
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.004	0.063	0.022	0.406	0.0	0.025	0.01	0.198	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.003	0.0	0.256	1.226	0.0	0.041	0.074	0.0	0.0	0.002	0.131	0.0	0.0	0.001	0.004	0.033	0.054	0.0	0.0	0.169	0.0	0.088	0.545	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.004	0.063	0.022	0.406	0.0	0.025	0.01	0.198	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.003	0.0	0.256	1.226	0.0	0.041	0.074	0.0	0.0	0.002	0.131	0.0	0.0	0.001	0.004	0.033	0.054	0.0	0.0	0.169	0.0	0.088	0.545	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.004	0.063	0.022	0.406	0.0	0.025	0.01	0.198	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.003	0.0	0.256	1.226	0.0	0.041	0.074	0.0	0.0	0.002	0.131	0.0	0.0	0.001	0.004	0.033	0.054	0.0	0.0	0.169	0.0	0.088	0.545	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	1.643	0.392	3.893	0.186	2.268	0.279	1.032	0.136	0.354	1.541	1.827	0.116	0.075	1.57	0.0	1.03	0.664	0.182	0.639	0.189	0.183	1.726	3.792	0.047	0.252	0.412	0.648	0.209	0.379	0.11	1.131	2.111	0.64	0.115	1.169	0.0	0.107	0.099	0.236	0.0	0.062
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	4.272	0.03	0.131	0.0	0.0	0.03	0.846	0.01	0.136	0.0	0.0	0.01	0.01	2.323	0.0	0.027	0.0	0.01	0.001	0.0	0.0	0.0	0.056	0.0	0.0	0.014	0.002	0.005	0.0	0.0	0.005	0.006	0.0	0.012	0.0	0.0	0.003	1.127	0.004	0.0	0.797
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.002	0.35	0.038	0.225	0.0	0.133	0.0	0.044	0.0	0.013	0.03	0.002	0.0	0.0	0.0	0.308	0.137	0.0	0.02	0.077	0.182	0.006	0.0	0.0	0.533	0.131	0.012	0.099	0.0	0.0	0.0	0.002	0.0	0.013	0.0	0.0	0.033	0.0	0.043	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.003	0.368	0.0	0.01	0.012	0.725	0.0	0.006	0.087	0.017	0.057	0.008	0.017	0.018	0.691	0.0	0.0	0.024	0.026	0.178	0.455	0.026	0.0	0.033	0.215	0.095	0.035	0.004	0.085	0.074	0.042	0.041	0.0	0.692	0.0	0.0	0.02	0.0	0.101	3.466	0.0
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.03	0.106	0.081	0.02	0.111	0.173	0.0	0.021	0.0	0.256	0.127	0.037	0.025	0.027	0.0	0.018	0.348	0.036	0.118	0.0	0.085	0.305	0.14	0.092	0.0	0.072	0.077	0.018	0.096	0.0	0.072	0.114	0.068	0.32	0.0	0.0	0.061	0.0	0.007	0.0	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	0.005	0.044	0.0	0.094	0.0	0.09	0.0	0.743	0.0	0.008	0.031	0.007	0.012	0.0	8.191	0.007	0.035	0.003	0.0	0.181	1.077	0.0	0.0	0.039	0.0	0.047	0.001	0.035	0.0	0.0	0.0	0.001	0.0	0.052	0.041	0.0	0.707	0.0	2.637	0.538	0.223
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.003	0.368	0.0	0.01	0.012	0.725	0.0	0.006	0.087	0.017	0.057	0.008	0.017	0.018	0.691	0.0	0.0	0.024	0.026	0.178	0.455	0.026	0.0	0.033	0.215	0.095	0.035	0.004	0.085	0.074	0.042	0.041	0.0	0.692	0.0	0.0	0.02	0.0	0.101	3.466	0.0
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.0	1.078	0.0	0.05	0.0	0.197	0.017	0.888	0.0	0.03	0.003	0.01	0.029	0.0	1.06	0.0	0.135	0.001	0.02	0.042	0.374	0.007	0.0	0.034	1.014	0.174	0.013	0.02	0.033	0.0	0.022	0.016	0.0	0.049	0.046	0.0	0.888	0.0	0.126	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAF4BB9E	0.183	0.38	0.038	0.003	1.292	0.044	0.032	0.006	0.0	0.247	1.066	0.034	0.009	0.076	0.0	0.03	0.025	0.222	0.441	0.037	0.253	1.11	0.128	0.007	0.335	0.11	0.516	0.003	0.074	0.0	1.221	2.719	1.591	0.023	0.0	0.0	0.011	0.0	0.123	0.545	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS08E13FAF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.002	0.0	0.0	0.09	0.0	0.0	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.281	0.0	0.006	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0DD547726	0.01	0.147	0.0	0.003	0.0	0.01	0.013	0.0	0.0	0.005	0.0	0.089	0.033	0.0	0.0	0.011	0.252	0.008	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.195	0.0	0.0	0.0	0.183	0.002	0.001	0.0	0.01	0.0	0.0	0.015	0.0	0.008	0.545	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.183	0.38	0.038	0.003	1.292	0.044	0.032	0.006	0.0	0.247	1.066	0.034	0.009	0.076	0.0	0.03	0.025	0.222	0.441	0.037	0.253	1.11	0.128	0.007	0.335	0.11	0.516	0.003	0.074	0.0	1.221	2.719	1.591	0.023	0.0	0.0	0.011	0.0	0.123	0.545	0.0
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.159	0.0	0.043	0.009	0.101	0.014	0.271	0.0	0.087	0.0	0.342	0.003	0.0	0.155	0.0	0.0	0.0	0.005	0.0	0.0	0.066	0.026	0.0	0.0	0.0	0.0	0.008	0.003	0.0	0.0	0.051	0.054	0.013	0.0	0.437	0.0	0.006	0.052	0.003	0.0	0.271
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0DCA69916	0.012	0.0	0.0	0.08	0.003	0.0	0.027	0.319	0.136	0.011	0.061	0.888	0.403	0.027	0.0	0.014	0.022	0.0	0.018	0.068	0.799	0.0	0.0	0.246	0.092	0.03	0.013	0.042	0.0	1.453	0.007	0.01	0.022	0.037	0.033	0.0	1.861	0.0	0.035	0.0	0.09
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.012	0.0	0.0	0.08	0.003	0.0	0.027	0.319	0.136	0.011	0.061	0.888	0.403	0.027	0.0	0.014	0.022	0.0	0.018	0.068	0.799	0.0	0.0	0.246	0.092	0.03	0.013	0.042	0.0	1.453	0.007	0.01	0.022	0.037	0.033	0.0	1.861	0.0	0.035	0.0	0.09
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.036	1.058	0.046	4.228	0.083	1.826	0.075	0.367	0.0	0.047	0.038	3.906	3.328	0.18	0.0	0.054	0.018	0.016	0.016	3.756	4.333	0.026	0.0	5.243	0.0	0.12	0.02	2.6	0.761	4.692	0.025	0.04	0.057	1.988	0.0	0.0	1.944	0.039	2.504	0.0	0.0
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.177	0.037	0.629	2.351	0.18	0.003	0.146	1.225	0.4	0.085	0.089	0.143	0.193	0.419	7.562	0.207	0.604	0.068	0.099	0.0	0.0	0.03	0.647	0.297	0.616	0.32	0.109	0.972	0.119	0.031	0.038	0.049	0.135	0.026	0.097	0.0	0.938	0.11	0.028	0.0	0.394
CD40	P25942	False	TNR5_HUMAN		CPI-SS05834E385	0.177	0.037	0.629	2.351	0.18	0.003	0.146	1.225	0.4	0.085	0.089	0.143	0.193	0.419	7.562	0.207	0.604	0.068	0.099	0.0	0.0	0.03	0.647	0.297	0.616	0.32	0.109	0.972	0.119	0.031	0.038	0.049	0.135	0.026	0.097	0.0	0.938	0.11	0.028	0.0	0.394
HLA-DQB2	HLADQB2	False	HLADQB2		CPI-SS026776C89	0.0	0.0	0.023	0.105	0.0	0.0	0.0	0.136	0.0	0.003	0.017	0.0	0.012	0.0	2.82	0.287	0.205	0.0	0.004	0.0	0.0	0.0	0.0	0.011	0.598	0.59	0.002	0.031	0.223	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.148	0.0	0.016	0.0	0.0
HLA-DRB1	HLADRB1	False	HLADRB1		CPI-SS0EF0750A7	1.411	0.715	5.985	10.355	3.712	0.774	0.785	10.394	4.81	1.031	14.342	0.28	0.761	1.825	62.91	57.618	43.455	0.27	1.223	0.442	0.489	2.829	11.354	4.967	45.075	39.806	1.292	6.008	27.842	1.373	6.01	10.789	2.125	0.463	5.804	0.0	7.047	0.595	0.88	6.823	0.237
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.139	0.0	0.0	0.0	0.0	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.016	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.139	0.0	0.0	0.0	0.0	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.016	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	0.755	0.108	0.0	0.005	0.0	0.016	0.18	0.0	2.684	0.0	0.0	0.005	0.002	0.195	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.013	0.005	0.0	0.0	0.0	0.004	0.002	0.149	0.154	0.095	0.0	0.013	0.831	0.0	0.0	0.075
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0BA3A1C3A	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.139	0.0	0.0	0.0	0.0	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.016	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C23EF34B	0.755	0.108	0.0	0.005	0.0	0.016	0.18	0.0	2.684	0.0	0.0	0.005	0.002	0.195	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.013	0.005	0.0	0.0	0.0	0.004	0.002	0.149	0.154	0.095	0.0	0.013	0.831	0.0	0.0	0.075
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS07D71C546	0.468	0.245	0.0	0.066	1.863	0.165	0.352	0.212	0.128	0.024	0.035	0.062	0.067	0.62	0.0	0.285	0.413	0.019	0.112	0.197	0.14	0.013	0.0	0.131	0.488	0.333	0.071	0.04	0.432	0.041	0.024	0.018	0.033	0.126	0.042	0.0	0.231	0.483	0.11	0.0	0.299
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.468	0.245	0.0	0.066	1.863	0.165	0.352	0.212	0.128	0.024	0.035	0.062	0.067	0.62	0.0	0.285	0.413	0.019	0.112	0.197	0.14	0.013	0.0	0.131	0.488	0.333	0.071	0.04	0.432	0.041	0.024	0.018	0.033	0.126	0.042	0.0	0.231	0.483	0.11	0.0	0.299
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.127	0.15	0.799	0.059	0.06	0.038	0.018	0.098	0.469	0.052	0.034	0.012	0.005	0.092	0.0	0.222	0.164	0.091	0.215	0.181	0.29	0.288	0.207	0.053	0.0	0.124	0.172	0.059	0.271	0.0	0.036	0.03	0.076	0.153	0.846	0.0	0.065	0.058	0.104	0.0	0.531
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS00D153A8A	0.038	0.0	4.648	0.083	0.023	0.011	0.032	0.069	0.396	0.016	0.005	0.016	0.006	0.025	0.0	0.083	0.015	0.003	0.007	0.022	0.0	0.04	0.555	0.023	0.0	0.008	0.009	0.045	0.193	0.098	0.011	0.002	0.0	0.0	0.2	0.0	0.056	0.027	0.0	1.075	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.468	0.245	0.0	0.066	1.863	0.165	0.352	0.212	0.128	0.024	0.035	0.062	0.067	0.62	0.0	0.285	0.413	0.019	0.112	0.197	0.14	0.013	0.0	0.131	0.488	0.333	0.071	0.04	0.432	0.041	0.024	0.018	0.033	0.126	0.042	0.0	0.231	0.483	0.11	0.0	0.299
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.127	0.15	0.799	0.059	0.06	0.038	0.018	0.098	0.469	0.052	0.034	0.012	0.005	0.092	0.0	0.222	0.164	0.091	0.215	0.181	0.29	0.288	0.207	0.053	0.0	0.124	0.172	0.059	0.271	0.0	0.036	0.03	0.076	0.153	0.846	0.0	0.065	0.058	0.104	0.0	0.531
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.038	0.0	4.648	0.083	0.023	0.011	0.032	0.069	0.396	0.016	0.005	0.016	0.006	0.025	0.0	0.083	0.015	0.003	0.007	0.022	0.0	0.04	0.555	0.023	0.0	0.008	0.009	0.045	0.193	0.098	0.011	0.002	0.0	0.0	0.2	0.0	0.056	0.027	0.0	1.075	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.468	0.245	0.0	0.066	1.863	0.165	0.352	0.212	0.128	0.024	0.035	0.062	0.067	0.62	0.0	0.285	0.413	0.019	0.112	0.197	0.14	0.013	0.0	0.131	0.488	0.333	0.071	0.04	0.432	0.041	0.024	0.018	0.033	0.126	0.042	0.0	0.231	0.483	0.11	0.0	0.299
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.127	0.15	0.799	0.059	0.06	0.038	0.018	0.098	0.469	0.052	0.034	0.012	0.005	0.092	0.0	0.222	0.164	0.091	0.215	0.181	0.29	0.288	0.207	0.053	0.0	0.124	0.172	0.059	0.271	0.0	0.036	0.03	0.076	0.153	0.846	0.0	0.065	0.058	0.104	0.0	0.531
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.038	0.0	4.648	0.083	0.023	0.011	0.032	0.069	0.396	0.016	0.005	0.016	0.006	0.025	0.0	0.083	0.015	0.003	0.007	0.022	0.0	0.04	0.555	0.023	0.0	0.008	0.009	0.045	0.193	0.098	0.011	0.002	0.0	0.0	0.2	0.0	0.056	0.027	0.0	1.075	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.017	0.0	0.007	0.0	0.012	0.0	0.022	0.005	0.0	0.0	0.0	0.008	0.007	0.125	0.0	0.009	0.0	0.003	0.009	0.0	0.0	0.024	0.0	0.0	0.0	0.008	0.005	0.007	0.0	0.0	0.003	0.004	0.0	0.008	0.0	0.0	0.0	0.167	0.0	0.538	7.532
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.127	0.15	0.799	0.059	0.06	0.038	0.018	0.098	0.469	0.052	0.034	0.012	0.005	0.092	0.0	0.222	0.164	0.091	0.215	0.181	0.29	0.288	0.207	0.053	0.0	0.124	0.172	0.059	0.271	0.0	0.036	0.03	0.076	0.153	0.846	0.0	0.065	0.058	0.104	0.0	0.531
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.003	0.0	0.668	0.0	0.023	0.0	0.009	0.006	0.0	0.036	0.023	0.033	0.038	0.011	0.205	0.0	0.017	0.01	0.065	0.0	0.0	0.033	0.566	0.205	0.0	0.0	0.043	0.013	0.022	0.098	0.035	0.03	0.0	0.007	0.405	0.0	0.0	0.036	0.0	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.127	0.15	0.799	0.059	0.06	0.038	0.018	0.098	0.469	0.052	0.034	0.012	0.005	0.092	0.0	0.222	0.164	0.091	0.215	0.181	0.29	0.288	0.207	0.053	0.0	0.124	0.172	0.059	0.271	0.0	0.036	0.03	0.076	0.153	0.846	0.0	0.065	0.058	0.104	0.0	0.531
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.467	0.357	1.329	0.159	1.894	0.462	0.939	0.123	0.816	1.472	0.838	0.166	0.189	0.736	0.205	0.67	0.472	0.267	0.859	0.238	0.182	1.718	0.579	0.546	0.255	0.32	0.853	0.157	0.408	0.243	0.588	0.739	1.145	0.553	0.424	0.0	0.234	0.614	0.373	0.596	0.68
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.127	0.15	0.799	0.059	0.06	0.038	0.018	0.098	0.469	0.052	0.034	0.012	0.005	0.092	0.0	0.222	0.164	0.091	0.215	0.181	0.29	0.288	0.207	0.053	0.0	0.124	0.172	0.059	0.271	0.0	0.036	0.03	0.076	0.153	0.846	0.0	0.065	0.058	0.104	0.0	0.531
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	0.127	0.15	0.799	0.059	0.06	0.038	0.018	0.098	0.469	0.052	0.034	0.012	0.005	0.092	0.0	0.222	0.164	0.091	0.215	0.181	0.29	0.288	0.207	0.053	0.0	0.124	0.172	0.059	0.271	0.0	0.036	0.03	0.076	0.153	0.846	0.0	0.065	0.058	0.104	0.0	0.531
FZD9	O00144	False	FZD9_HUMAN		CPI-SS030EDC420	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.241	0.0	0.0	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.004	0.0	0.0	0.0	0.0
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.241	0.0	0.0	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.004	0.0	0.0	0.0	0.0
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B7BC0E4D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.0	0.0	0.007	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.028	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	18.119	0.141	0.199	0.023	0.077	0.073	0.217	0.005	5.131	0.064	0.013	0.053	0.028	5.029	0.205	0.182	0.75	0.024	0.028	0.007	0.039	0.016	0.55	0.0	0.031	0.024	0.026	0.027	0.0	0.0	0.033	0.057	0.022	0.041	0.162	0.0	0.004	2.097	0.013	0.0	2.327
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B0AC1603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08BFF4F9B	0.057	0.078	0.025	0.09	0.049	0.204	0.026	0.257	0.0	0.061	0.006	1.48	0.233	0.011	1.643	20.41	10.796	0.003	0.034	0.037	0.064	0.007	0.0	0.399	0.036	3.322	0.02	0.032	5.581	0.044	0.054	0.041	0.0	0.263	0.0	0.0	0.036	0.09	0.04	0.0	0.0
