gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Arterial EC	BEST4 enterocyte prog	Enteric neurons	Erythroblasts	FOXL1 FLC	Goblet prog	ICC	LGR5 stem	Lymphatic EC	NTS+ cells	Neural crest cells	SMC	UPK3B Serosa	Venous EC	WNT4 FLC	cycling cells 1	cycling cells 2	early enterocyte 1	early enterocyte 2	enterocyte	enteroendocrine	immune cells	mesoderm 1	mesoderm 2	myofibroblast	pericyte	uniform progenitor
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.005	0.014	0.0	0.0	0.0	0.002	0.001	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.011	0.0	0.004	0.003	0.007	0.013	0.006	0.004	0.0	0.008	0.002	0.001	0.0	0.005	0.005	0.001	0.001	0.003	0.001	0.001	0.0	1.752	0.0	0.007	0.005	0.128	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.004	0.0	0.028	0.013	0.005	0.0	0.014	0.003	0.049	0.0	0.004	0.009	0.007	0.038	0.009	0.002	0.001	0.001	0.002	0.002	0.0	0.398	0.018	0.007	0.014	0.018	0.002
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.0	0.003	0.007	0.003	0.001	0.004	0.0	0.023	0.0	0.012	0.001	0.0	0.002	0.0	0.002	0.001	0.001	0.0	0.001	0.0	0.703	0.0	0.002	0.0	0.01	0.001
CCL16	O15467	False	CCL16_HUMAN		CPI-SS04587A7C5	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.005	0.014	0.0	0.0	0.0	0.002	0.001	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0DBFB8BEA	0.78	0.0	0.075	0.091	1.851	0.005	1.633	0.002	2.454	0.0	0.248	0.073	0.17	1.606	0.472	0.007	0.006	0.006	0.004	0.007	0.002	0.324	0.059	1.391	0.085	0.597	0.004
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.004	0.0	0.028	0.013	0.005	0.0	0.014	0.003	0.049	0.0	0.004	0.009	0.007	0.038	0.009	0.002	0.001	0.001	0.002	0.002	0.0	0.398	0.018	0.007	0.014	0.018	0.002
PF4	P02776	False	PLF4_HUMAN		CPI-SS03821C2C6	0.025	0.003	0.02	0.038	0.048	0.008	0.019	0.006	0.0	0.0	0.012	0.012	0.017	0.218	0.025	0.004	0.008	0.004	0.002	0.001	0.006	5.735	0.02	0.03	0.024	0.025	0.006
CXCL1	P09341	False	GROA_HUMAN		CPI-SS052BBD9F9	0.094	0.008	0.011	0.014	0.773	0.0	0.016	0.004	0.197	0.0	0.003	0.014	0.014	0.091	0.031	0.001	0.007	0.004	0.001	0.005	0.025	0.046	0.028	0.25	0.013	0.11	0.003
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0911EECCC	0.102	0.0	0.006	0.005	0.004	0.001	0.005	0.001	0.183	0.0	0.004	0.005	0.0	0.27	0.0	0.0	0.0	0.001	0.001	0.0	0.0	1.152	0.0	0.004	0.006	0.004	0.0
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS0ABF41CAA	0.02	0.0	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.003	0.001	0.0	0.002	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.004	0.019	0.002	0.001	0.007	0.001
CCL8	P80075	False	CCL8_HUMAN		CPI-SS008700E67	0.016	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.78	0.0	0.075	0.091	1.851	0.005	1.633	0.002	2.454	0.0	0.248	0.073	0.17	1.606	0.472	0.007	0.006	0.006	0.004	0.007	0.002	0.324	0.059	1.391	0.085	0.597	0.004
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.004	0.0	0.028	0.013	0.005	0.0	0.014	0.003	0.049	0.0	0.004	0.009	0.007	0.038	0.009	0.002	0.001	0.001	0.002	0.002	0.0	0.398	0.018	0.007	0.014	0.018	0.002
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CB2E8B21	0.01	0.0	0.0	0.009	0.083	0.0	0.296	0.0	0.0	0.0	0.006	0.008	0.002	0.007	0.037	0.0	0.0	0.001	0.0	0.0	0.001	0.004	0.0	0.241	0.005	0.037	0.001
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	0.038	0.0	0.023	0.022	0.032	0.002	0.143	0.001	49.522	0.0	0.016	0.017	0.016	0.217	0.026	0.001	0.002	0.002	0.002	0.003	0.017	0.044	0.021	0.052	0.049	0.077	0.005
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.068	4.711	0.163	0.041	0.043	5.45	0.015	6.865	0.082	4.964	0.053	0.117	0.116	0.018	0.042	6.561	8.491	6.776	8.258	6.238	5.885	0.044	0.0	0.021	0.039	0.035	5.304
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0	0.0	0.0	0.0	0.043	0.0	0.002	0.0	0.0	0.0	0.002	0.002	0.009	0.0	0.022	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.013	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.002	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.004	0.0	0.028	0.013	0.005	0.0	0.014	0.003	0.049	0.0	0.004	0.009	0.007	0.038	0.009	0.002	0.001	0.001	0.002	0.002	0.0	0.398	0.018	0.007	0.014	0.018	0.002
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.0	0.003	0.007	0.003	0.001	0.004	0.0	0.023	0.0	0.012	0.001	0.0	0.002	0.0	0.002	0.001	0.001	0.0	0.001	0.0	0.703	0.0	0.002	0.0	0.01	0.001
GCG	P01275	False	GLUC_HUMAN		CPI-SS006FB5198	0.007	0.0	0.015	0.007	0.007	0.013	0.059	0.009	0.0	0.0	0.005	0.023	6.029	0.006	0.04	0.014	0.014	0.074	0.015	0.009	0.051	0.003	0.022	0.012	0.012	0.006	0.006
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.002	0.0	0.0
VIP	P01282	False	VIP_HUMAN		CPI-SS0F9BBC31B	0.123	0.0	1.465	0.012	0.007	0.0	0.007	0.002	0.0	0.0	0.391	0.007	0.001	0.02	0.005	0.007	0.0	0.002	0.002	0.0	0.001	0.002	0.016	0.003	0.005	0.006	0.007
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.0	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0	0.0	0.002	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.154	0.0	0.0	0.003	0.0	0.0
GIP	P09681	False	GIP_HUMAN		CPI-SS018B35889	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.042	0.0	0.0	0.0	0.0	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0FAE7ABEF	0.0	0.015	0.063	0.0	0.001	0.006	0.0	0.01	0.0	0.0	0.0	0.003	0.014	0.0	0.0	0.019	0.023	0.26	0.01	0.009	0.332	0.004	0.028	0.001	0.002	0.001	0.014
NPPB	P16860	False	ANFB_HUMAN		CPI-SS0652F5D15	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0D377BBBF	0.011	0.0	0.454	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.009	0.001	0.03	0.004	0.003	0.003	0.0	0.0	0.0	0.001	0.003	0.036	0.0	0.002	0.0	0.005	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.213	0.018	0.004	0.002	0.047	0.036	0.006	0.026	0.251	0.057	0.012	0.004	0.002	0.06	0.039	0.033	0.032	0.026	0.026	0.032	0.025	0.146	0.0	0.022	0.005	0.021	0.029
PF4	P02776	False	PLF4_HUMAN		CPI-SS01A6823FA	0.025	0.003	0.02	0.038	0.048	0.008	0.019	0.006	0.0	0.0	0.012	0.012	0.017	0.218	0.025	0.004	0.008	0.004	0.002	0.001	0.006	5.735	0.02	0.03	0.024	0.025	0.006
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS09FAC4977	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.002	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS080683E15	0.0	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0	0.0	0.002	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.154	0.0	0.0	0.003	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0EFE0B07A	4.475	0.002	0.171	0.162	2.031	0.152	1.752	0.047	0.152	0.0	0.316	0.261	0.155	0.153	12.348	0.014	0.011	0.009	0.011	0.007	0.025	0.345	2.075	4.022	1.988	1.347	0.022
CXCL1	P09341	False	GROA_HUMAN		CPI-SS08102DC9E	0.094	0.008	0.011	0.014	0.773	0.0	0.016	0.004	0.197	0.0	0.003	0.014	0.014	0.091	0.031	0.001	0.007	0.004	0.001	0.005	0.025	0.046	0.028	0.25	0.013	0.11	0.003
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0315F51DD	0.102	0.0	0.006	0.005	0.004	0.001	0.005	0.001	0.183	0.0	0.004	0.005	0.0	0.27	0.0	0.0	0.0	0.001	0.001	0.0	0.0	1.152	0.0	0.004	0.006	0.004	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.213	0.018	0.004	0.002	0.047	0.036	0.006	0.026	0.251	0.057	0.012	0.004	0.002	0.06	0.039	0.033	0.032	0.026	0.026	0.032	0.025	0.146	0.0	0.022	0.005	0.021	0.029
PPBP	P02775	False	CXCL7_HUMAN		CPI-SS0C491A3C1	0.048	0.009	0.022	0.024	0.021	0.008	0.008	0.003	0.0	0.0	0.008	0.015	0.01	0.2	0.026	0.003	0.005	0.004	0.004	0.001	0.003	5.775	0.0	0.029	0.026	0.022	0.003
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.109	0.003	0.0	0.003	0.097	0.036	0.044	0.058	0.083	0.105	0.007	0.003	0.003	0.075	0.011	0.031	0.044	0.029	0.012	0.007	0.045	0.09	0.012	0.039	0.005	0.021	0.037
GCG	P01275	False	GLUC_HUMAN		CPI-SS056993231	0.007	0.0	0.015	0.007	0.007	0.013	0.059	0.009	0.0	0.0	0.005	0.023	6.029	0.006	0.04	0.014	0.014	0.074	0.015	0.009	0.051	0.003	0.022	0.012	0.012	0.006	0.006
IAPP	P10997	False	IAPP_HUMAN		CPI-SS00D9A2FD0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.002	0.0	0.002
CALCA	P01258	False	CALC_HUMAN		CPI-SS015B2F961	0.0	0.0	0.065	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.228	0.003	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.017	0.003	0.002	0.002	0.0
CALCA	P06881	False	CALCA_HUMAN		CPI-SS0F531DDEB	0.0	0.0	0.065	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.228	0.003	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.017	0.003	0.002	0.002	0.0
CALCB	P10092	False	CALCB_HUMAN		CPI-SS07CF0C6E7	0.009	0.024	0.426	0.014	0.026	0.005	0.008	0.009	0.0	0.0	1.702	0.013	0.012	0.009	0.007	0.003	0.002	0.001	0.001	0.003	0.006	0.003	0.013	0.008	0.011	0.014	0.001
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	0.038	0.0	0.023	0.022	0.032	0.002	0.143	0.001	49.522	0.0	0.016	0.017	0.016	0.217	0.026	0.001	0.002	0.002	0.002	0.003	0.017	0.044	0.021	0.052	0.049	0.077	0.005
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.068	4.711	0.163	0.041	0.043	5.45	0.015	6.865	0.082	4.964	0.053	0.117	0.116	0.018	0.042	6.561	8.491	6.776	8.258	6.238	5.885	0.044	0.0	0.021	0.039	0.035	5.304
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	0.0	0.0	0.0	0.0	0.043	0.0	0.002	0.0	0.0	0.0	0.002	0.002	0.009	0.0	0.022	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.013	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0747FCACD	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.002	0.0	0.0
VIP	P01282	False	VIP_HUMAN		CPI-SS07835EECF	0.123	0.0	1.465	0.012	0.007	0.0	0.007	0.002	0.0	0.0	0.391	0.007	0.001	0.02	0.005	0.007	0.0	0.002	0.002	0.0	0.001	0.002	0.016	0.003	0.005	0.006	0.007
AVP	P01185	False	NEU2_HUMAN		CPI-SS00399ED03	0.0	0.041	0.0	0.0	0.011	0.013	0.0	0.011	0.0	0.0	0.002	0.001	0.0	0.001	0.002	0.017	0.027	0.031	0.057	0.129	0.016	0.001	0.0	0.001	0.001	0.003	0.024
VIP	P01282	False	VIP_HUMAN		CPI-SS0C8A09915	0.123	0.0	1.465	0.012	0.007	0.0	0.007	0.002	0.0	0.0	0.391	0.007	0.001	0.02	0.005	0.007	0.0	0.002	0.002	0.0	0.001	0.002	0.016	0.003	0.005	0.006	0.007
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.011	0.0	0.454	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.009	0.001	0.03	0.004	0.003	0.003	0.0	0.0	0.0	0.001	0.003	0.036	0.0	0.002	0.0	0.005	0.0
GHRH	P01286	False	SLIB_HUMAN		CPI-SS003AFD9BA	0.0	0.018	0.0	0.0	0.0	0.018	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.004	0.0	0.0	0.001	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0EC70F078	0.021	2.538	0.04	0.007	0.114	0.911	0.007	0.579	0.036	0.576	0.024	0.027	0.077	0.019	0.016	0.768	0.736	1.139	2.336	3.398	2.719	0.041	0.013	0.018	0.015	0.007	1.121
VIP	P01282	False	VIP_HUMAN		CPI-SS05B60E59C	0.123	0.0	1.465	0.012	0.007	0.0	0.007	0.002	0.0	0.0	0.391	0.007	0.001	0.02	0.005	0.007	0.0	0.002	0.002	0.0	0.001	0.002	0.016	0.003	0.005	0.006	0.007
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS02CCE14A7	0.011	0.0	0.454	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.009	0.001	0.03	0.004	0.003	0.003	0.0	0.0	0.0	0.001	0.003	0.036	0.0	0.002	0.0	0.005	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0445D021B	0.0	0.015	0.063	0.0	0.001	0.006	0.0	0.01	0.0	0.0	0.0	0.003	0.014	0.0	0.0	0.019	0.023	0.26	0.01	0.009	0.332	0.004	0.028	0.001	0.002	0.001	0.014
PPY	P01298	False	PAHO_HUMAN		CPI-SS0C2000B56	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.005	0.004	0.0	0.0	0.0	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0A9F17199	0.0	0.015	0.063	0.0	0.001	0.006	0.0	0.01	0.0	0.0	0.0	0.003	0.014	0.0	0.0	0.019	0.023	0.26	0.01	0.009	0.332	0.004	0.028	0.001	0.002	0.001	0.014
PYY	P10082	False	PYY_HUMAN		CPI-SS0FEF2FF5D	0.0	0.015	0.063	0.0	0.001	0.006	0.0	0.01	0.0	0.0	0.0	0.003	0.014	0.0	0.0	0.019	0.023	0.26	0.01	0.009	0.332	0.004	0.028	0.001	0.002	0.001	0.014
NPPB	P16860	False	ANFB_HUMAN		CPI-SS023D39112	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	0.0	0.0	0.113	0.0	0.0	0.003	0.005	0.001	0.041	0.0	0.007	0.016	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.008	0.0
NPPB	P16860	False	ANFB_HUMAN		CPI-SS0779676D0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.0	0.0	0.113	0.0	0.0	0.003	0.005	0.001	0.041	0.0	0.007	0.016	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.008	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0098B5107	0.011	0.0	0.454	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.009	0.001	0.03	0.004	0.003	0.003	0.0	0.0	0.0	0.001	0.003	0.036	0.0	0.002	0.0	0.005	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS021F26C73	0.021	2.538	0.04	0.007	0.114	0.911	0.007	0.579	0.036	0.576	0.024	0.027	0.077	0.019	0.016	0.768	0.736	1.139	2.336	3.398	2.719	0.041	0.013	0.018	0.015	0.007	1.121
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.011	0.0	0.454	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.009	0.001	0.03	0.004	0.003	0.003	0.0	0.0	0.0	0.001	0.003	0.036	0.0	0.002	0.0	0.005	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	0.448	0.222	0.017	0.008	0.015	0.028	0.016	0.014	1.079	0.149	0.007	0.008	0.002	0.543	0.016	0.01	0.008	0.007	0.006	0.01	0.006	0.781	0.0	0.011	0.013	0.007	0.005
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.448	0.222	0.017	0.008	0.015	0.028	0.016	0.014	1.079	0.149	0.007	0.008	0.002	0.543	0.016	0.01	0.008	0.007	0.006	0.01	0.006	0.781	0.0	0.011	0.013	0.007	0.005
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	1.527	0.018	0.137	0.001	0.005	0.028	0.005	0.027	0.069	0.0	0.134	0.007	0.122	0.324	0.028	0.018	0.019	0.019	0.022	0.029	0.025	0.088	0.0	0.005	0.01	0.134	0.024
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	8.495	10.2	20.893	1.389	17.91	8.38	22.725	4.287	11.231	5.434	23.585	14.66	8.284	10.518	21.584	3.296	4.292	2.914	2.258	1.841	10.113	1.326	18.903	26.203	17.363	13.048	3.964
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.448	0.222	0.017	0.008	0.015	0.028	0.016	0.014	1.079	0.149	0.007	0.008	0.002	0.543	0.016	0.01	0.008	0.007	0.006	0.01	0.006	0.781	0.0	0.011	0.013	0.007	0.005
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.023	0.061	0.039	0.002	0.13	0.061	0.136	0.035	0.497	0.009	0.011	0.058	0.245	0.083	0.052	0.042	0.055	0.039	0.027	0.05	0.094	0.412	0.098	0.181	0.098	0.043	0.057
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.448	0.222	0.017	0.008	0.015	0.028	0.016	0.014	1.079	0.149	0.007	0.008	0.002	0.543	0.016	0.01	0.008	0.007	0.006	0.01	0.006	0.781	0.0	0.011	0.013	0.007	0.005
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.015	0.006	0.124	0.004	0.566	0.02	0.132	0.032	0.012	0.0	0.008	0.013	0.042	0.008	0.158	0.009	0.013	0.008	0.005	0.002	0.031	0.015	0.163	0.258	0.038	0.036	0.009
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.007	0.043	0.046	0.022	0.28	0.012	0.338	0.004	0.267	0.0	0.123	0.104	0.164	0.015	0.267	0.004	0.008	0.009	0.003	0.005	0.004	0.025	0.128	0.303	0.192	0.094	0.01
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.448	0.222	0.017	0.008	0.015	0.028	0.016	0.014	1.079	0.149	0.007	0.008	0.002	0.543	0.016	0.01	0.008	0.007	0.006	0.01	0.006	0.781	0.0	0.011	0.013	0.007	0.005
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.448	0.222	0.017	0.008	0.015	0.028	0.016	0.014	1.079	0.149	0.007	0.008	0.002	0.543	0.016	0.01	0.008	0.007	0.006	0.01	0.006	0.781	0.0	0.011	0.013	0.007	0.005
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.448	0.222	0.017	0.008	0.015	0.028	0.016	0.014	1.079	0.149	0.007	0.008	0.002	0.543	0.016	0.01	0.008	0.007	0.006	0.01	0.006	0.781	0.0	0.011	0.013	0.007	0.005
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.448	0.222	0.017	0.008	0.015	0.028	0.016	0.014	1.079	0.149	0.007	0.008	0.002	0.543	0.016	0.01	0.008	0.007	0.006	0.01	0.006	0.781	0.0	0.011	0.013	0.007	0.005
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	8.495	10.2	20.893	1.389	17.91	8.38	22.725	4.287	11.231	5.434	23.585	14.66	8.284	10.518	21.584	3.296	4.292	2.914	2.258	1.841	10.113	1.326	18.903	26.203	17.363	13.048	3.964
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.001	0.0	0.0	0.0	0.007	0.0	0.018	0.0	0.0	0.0	0.0	0.048	0.004	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.016	0.006	0.048	0.006	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.448	0.222	0.017	0.008	0.015	0.028	0.016	0.014	1.079	0.149	0.007	0.008	0.002	0.543	0.016	0.01	0.008	0.007	0.006	0.01	0.006	0.781	0.0	0.011	0.013	0.007	0.005
CER1	O95813	False	CER1_HUMAN		CPI-SS0014DB67C	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	1.527	0.018	0.137	0.001	0.005	0.028	0.005	0.027	0.069	0.0	0.134	0.007	0.122	0.324	0.028	0.018	0.019	0.019	0.022	0.029	0.025	0.088	0.0	0.005	0.01	0.134	0.024
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	1.527	0.018	0.137	0.001	0.005	0.028	0.005	0.027	0.069	0.0	0.134	0.007	0.122	0.324	0.028	0.018	0.019	0.019	0.022	0.029	0.025	0.088	0.0	0.005	0.01	0.134	0.024
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.159	0.309	0.105	0.015	0.059	0.232	0.019	0.239	0.328	0.287	0.353	0.14	0.176	0.108	0.134	0.259	0.191	0.233	0.293	0.337	0.229	0.033	0.027	0.056	0.088	0.616	0.305
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	1.527	0.018	0.137	0.001	0.005	0.028	0.005	0.027	0.069	0.0	0.134	0.007	0.122	0.324	0.028	0.018	0.019	0.019	0.022	0.029	0.025	0.088	0.0	0.005	0.01	0.134	0.024
XCL1	P47992	False	XCL1_HUMAN		CPI-SS023ABAE18	0.0	0.0	0.0	0.0	0.001	0.001	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.001	0.0	0.003	0.02	0.0	0.001	0.002	0.0	0.002
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SS03D887978	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.003	0.006	0.008	0.007	0.012	0.0	0.0	0.0	0.0	0.0	0.001
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	8.495	10.2	20.893	1.389	17.91	8.38	22.725	4.287	11.231	5.434	23.585	14.66	8.284	10.518	21.584	3.296	4.292	2.914	2.258	1.841	10.113	1.326	18.903	26.203	17.363	13.048	3.964
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	0.462	0.064	1.599	0.652	18.361	0.054	11.06	0.029	0.453	0.035	2.589	4.235	4.316	0.387	24.135	0.035	0.034	0.033	0.025	0.032	0.081	0.539	3.885	8.145	16.197	8.492	0.05
